target	target_with_keyphrase_count	target_count	keyphrase_count	db_article_count	fet_p_value	target_and_keyphrase_ratio	fet_p_value_and_ratio	phenotypes
DRUG_4895:SIROLIMUS	132	6915	182002	31847923	2.741349832504086e-31|5.6070192406634344e-14	0.01908893709327549|0.008821402747650036	28.842817285963253|11.19680560416917	cholesterol|atherosclerosis
DRUG_4359:Indapamide	49	980	182002	31847923	1.1976387237995843e-29	0.05	27.62064417453226	cholesterol
DRUG_4799:NIFEDIPINE	128	13558	90432	31847923	4.328847099731221e-30|7.967534434942815e-12	0.009440920489747751|0.01062103555096622	27.33864209381216|9.12484291339164	atherosclerosis|cholesterol
DRUG_5224:TRILOSTANE	32	339	182002	31847923	2.358479625131157e-28	0.0943952802359882	26.60231815138218	cholesterol
DRUG_1915:ALLOPREGNANOLONE	53	1239	182002	31847923	1.087960069206788e-28	0.042776432606941084	26.59459160723884	cholesterol
DRUG_4904:PHENYLEPHRINE	119	12297	90432	31847923	5.229206069220306e-29|3.6120733839400865e-10	0.00967715703016996|0.010409042855981133	26.26731203178931|7.4596542316268	atherosclerosis|cholesterol
DRUG_125:13-acetate	158	19803	90432	31847923	7.200406605142176e-29	0.007978589102661212	26.04456907785974	atherosclerosis
DRUG_1702:K-877	14	24	182002	31847923	7.362531647535993e-26	0.5833333333333334	24.8988896193707	cholesterol
DRUG_6101:K-877	14	24	182002	31847923	7.362531647535993e-26	0.5833333333333334	24.8988896193707	cholesterol
DRUG_5798:LAMIVUDINE	129	7344	182002	31847923	2.337984348693326e-27	0.017565359477124183	24.875815442593705	cholesterol
DRUG_624:Mycophenolate mofetil	135	7952	182002	31847923	3.4625015085935575e-27	0.016976861167002012	24.6904674258134	cholesterol
DRUG_5336:MYCOPHENOLATE MOFETIL	135	7952	182002	31847923	3.4625015085935575e-27	0.016976861167002012	24.6904674258134	cholesterol
DRUG_2845:F-1394	11	11	182002	31847923	2.122340250268046e-25|8.406735640236413e-11	1.0|0.45454545454545453	24.673184989441175|9.732949928450498	cholesterol|atherosclerosis
DRUG_6056:ISRADIPINE	34	918	90432	31847923	2.2199770218054823e-26|5.779187401244177e-18	0.037037037037037035|0.03812636165577342	24.222287756595207|15.819358585622142	atherosclerosis|cholesterol
DRUG_3686:L-NMMA	50	2398	90432	31847923	1.2730713397166523e-26|1.723131175781352e-09	0.020850708924103418|0.017097581317764805	24.21426808446692|6.9966163379728785	atherosclerosis|cholesterol
DRUG_4714:ENALAPRIL	74	5497	90432	31847923	9.329093754699209e-27|3.1604681695415694e-18	0.01346188830271057|0.01655448426414408	24.15926652513334|15.719164234639397	atherosclerosis|cholesterol
DRUG_4300:CER-001	11	12	182002	31847923	2.5334676610061655e-24|1.1638868097324009e-15	0.9166666666666666|0.5833333333333334	23.55849607409402|14.700006047586523	cholesterol|atherosclerosis
DRUG_1716:TESAGLITAZAR	17	60	182002	31847923	2.267427937070873e-24	0.2833333333333333	23.096764177701218	cholesterol
DRUG_4585:TESAGLITAZAR	17	60	182002	31847923	2.267427937070873e-24	0.2833333333333333	23.096764177701218	cholesterol
DRUG_2179:CCK-8	96	9317	90432	31847923	1.2292165175526057e-25	0.010303745840935923	22.923366750110652	atherosclerosis
DRUG_838:Ciglitazone	26	483	90432	31847923	1.3164565178238078e-24|5.375466891664483e-09	0.053830227743271224|0.035196687370600416	22.611619698160847|6.816085599310291	atherosclerosis|cholesterol
DRUG_4541:CIGLITAZONE	26	483	90432	31847923	1.3164565178238078e-24|5.375466891664483e-09	0.053830227743271224|0.035196687370600416	22.611619698160847|6.816085599310291	atherosclerosis|cholesterol
DRUG_4816:PREDNISONE	229	18802	182002	31847923	1.0836129456179843e-24|5.0361159963706724e-08	0.012179555366450377|0.005159025635570684	22.050757249207226|5.0104719613056385	cholesterol|atherosclerosis
DRUG_4653:RISPERIDONE	119	7002	182002	31847923	3.261085726482785e-24	0.016995144244501572	21.71696263939918	cholesterol
DRUG_321:PYRIPYROPENE A	14	39	182002	31847923	5.226387802615933e-22|2.1135929488701543e-11	0.358974358974359|0.1794871794871795	20.836861797028604|9.92901208155904	cholesterol|atherosclerosis
DRUG_1329:Aminoguanidine	50	2916	90432	31847923	5.846175213631038e-23	0.017146776406035666	20.467310657388676	atherosclerosis
DRUG_731:Exenatide	53	1725	182002	31847923	4.0745193171225007e-22	0.03072463768115942	19.87741038907492	cholesterol
DRUG_4661:FLUVASTATIN SODIUM	12	28	182002	31847923	3.390213259481469e-20|1.7178193322255923e-08	0.42857142857142855|0.17857142857142858	19.101796196589955|7.016834487039567	cholesterol|atherosclerosis
DRUG_2740:U0126	63	5003	90432	31847923	1.3781054995265065e-21	0.012592444533280032	18.960827580734133	atherosclerosis
DRUG_5137:DYDROGESTERONE	28	422	182002	31847923	7.524887725661488e-21	0.06635071090047394	18.945345555913928	cholesterol
DRUG_4505:LISINOPRIL	57	2107	182002	31847923	4.479481314967599e-21	0.027052681537731372	18.780982590684243	cholesterol
DRUG_2976:PGJ2	26	698	90432	31847923	1.3025316639676437e-20	0.03724928366762178	18.456329635741334	atherosclerosis
DRUG_792:HL-004	9	11	182002	31847923	3.537969861942712e-19	0.8181818181818182	18.36409569521212	cholesterol
DRUG_3467:PACTIMIBE	10	16	182002	31847923	2.882685141212686e-19|4.095609238178148e-12	0.625|0.375	18.336082807804072|10.961712753792785	cholesterol|atherosclerosis
DRUG_5978:PACTIMIBE	10	16	182002	31847923	2.882685141212686e-19|4.095609238178148e-12	0.625|0.375	18.336082807804072|10.961712753792785	cholesterol|atherosclerosis
DRUG_5113:LACTIC ACID	242	21922	182002	31847923	1.1572346559273682e-20	0.01103913876471125	17.979513761496257	cholesterol
DRUG_4660:ROSUVASTATIN CALCIUM	15	73	182002	31847923	2.4104770680147633e-19	0.2054794520547945	17.930665394741183	cholesterol
DRUG_4936:WORTMANNIN	69	6243	90432	31847923	1.7901064603016188e-20	0.011052378664103796	17.790576895917315	atherosclerosis
DRUG_4538:TETRADECYLTHIOACETIC ACID	17	115	182002	31847923	3.7946797182770767e-19	0.14782608695652175	17.59057595493146	cholesterol
DRUG_5100:NORGESTIMATE	22	257	182002	31847923	4.578695031451821e-19	0.08560311284046693	17.271747839616932	cholesterol
DRUG_5537:TANSHINONE IIA	29	1029	90432	31847923	1.5530374409959565e-19	0.028182701652089408	17.258800697207107	atherosclerosis
DRUG_4432:Vitamin B3	21	226	182002	31847923	5.268013199711267e-19	0.09292035398230089	17.24646400111253	cholesterol
DRUG_4500:SAQUINAVIR	45	1428	182002	31847923	1.9212553063405239e-19	0.031512605042016806	17.21489922634204	cholesterol
DRUG_2077:LXR 623	8	9	182002	31847923	1.018415052417053e-17|2.3036311811277902e-11	0.8888888888888888|0.5555555555555556	16.940922667883694|10.382314546544256	cholesterol|atherosclerosis
DRUG_4734:LXR-623	8	9	182002	31847923	1.018415052417053e-17|2.3036311811277902e-11	0.8888888888888888|0.5555555555555556	16.940922667883694|10.382314546544256	cholesterol|atherosclerosis
DRUG_5533:AZELNIDIPINE	16	196	90432	31847923	1.3322446756385395e-18	0.08163265306122448	16.7872799180558	atherosclerosis
DRUG_4611:PIOGLITAZONE HYDROCHLORIDE	16	106	182002	31847923	2.9361114197510986e-18	0.1509433962264151	16.711041585198576	cholesterol
DRUG_5544:PK-11195	25	393	182002	31847923	2.3745499515491117e-18	0.06361323155216285	16.427966148369322	cholesterol
DRUG_5306:CHOLECALCIFEROL	48	1712	182002	31847923	1.2929825321726022e-18	0.028037383177570093	16.336144819309737	cholesterol
DRUG_3420:Cyclic Guanosine Monophosphate	49	3560	90432	31847923	1.1444048559559328e-18	0.013764044943820225	16.080166390113614	atherosclerosis
DRUG_5902:NELFINAVIR	41	1299	182002	31847923	6.957213788048352e-18	0.03156274056966898	15.656739356659743	cholesterol
DRUG_3536:Squalestatin 1	9	17	182002	31847923	1.5161547731364037e-16	0.5294117647058824	15.543050050559133	cholesterol
DRUG_4903:THYROTROPIN	171	14355	182002	31847923	5.2733920182884975e-18	0.011912225705329153	15.353902856043605	cholesterol
DRUG_4885:CHENODIOL	10	27	182002	31847923	2.8678360521378445e-16	0.37037037037037035	15.11108191579331	cholesterol
DRUG_4609:RALOXIFENE HYDROCHLORIDE	16	131	182002	31847923	9.634030296716653e-17	0.12213740458015267	15.103040679267522	cholesterol
DRUG_5342:TOCOPHEROL ACETATE	27	551	182002	31847923	7.517678952199361e-17|9.730499803405234e-08	0.04900181488203267|0.021778584392014518	14.814128390386632|5.349894498984406	cholesterol|atherosclerosis
DRUG_540:TA-8995	7	8	182002	31847923	1.5842673837969781e-15	0.875	14.742179571786702	cholesterol
DRUG_4666:CERIVASTATIN SODIUM	7	8	182002	31847923	1.5842673837969781e-15	0.875	14.742179571786702	cholesterol
DRUG_4719:CAPTOPRIL	80	9248	90432	31847923	2.3911805478830017e-17	0.00865051903114187	14.558429796830666	atherosclerosis
DRUG_3986:Fasudil	25	927	90432	31847923	1.2749216482230283e-16	0.02696871628910464	14.325376779004603	atherosclerosis
DRUG_5757:FASUDIL	25	927	90432	31847923	1.2749216482230283e-16	0.02696871628910464	14.325376779004603	atherosclerosis
DRUG_4624:ROSIGLITAZONE MALEATE	12	61	182002	31847923	1.6307462498096562e-15	0.19672131147540983	14.081465022578403	cholesterol
DRUG_4616:GLYBURIDE	37	1174	182002	31847923	2.8135221519033924e-16	0.03151618398637138	14.049283288290399	cholesterol
DRUG_5795:APABETALONE	8	24	90432	31847923	2.9840402274566164e-15|6.326111600727343e-11	0.3333333333333333|0.2916666666666667	14.048074071773048|9.663749949143348	atherosclerosis|cholesterol
DRUG_5223:ESTRADIOL BENZOATE	55	2539	182002	31847923	2.978426323133212e-16	0.021662071681764473	13.861713127127558	cholesterol
DRUG_5180:NORETHINDRONE ACETATE	18	218	182002	31847923	1.3408305985870145e-15	0.08256880733944955	13.789442099229607	cholesterol
DRUG_5743:GUGGULSTERONE	17	196	182002	31847923	3.59482299413143e-15	0.08673469387755102	13.382515339048243	cholesterol
DRUG_2211:ANDROSTERONE	33	1005	182002	31847923	3.4695395149736174e-15	0.03283582089552239	12.97607604003848	cholesterol
DRUG_4332:NTE-122	6	7	182002	31847923	2.426052810346246e-13	0.8571428571428571	12.548152960008522	cholesterol
DRUG_3859:U46619	33	2038	90432	31847923	5.133991898317297e-15	0.01619234543670265	12.498854581208805	atherosclerosis
DRUG_5175:TOMATINE	14	139	182002	31847923	1.190282765803768e-13	0.10071942446043165	11.927463089964082	cholesterol
DRUG_3622:MDCO-216	6	8	182002	31847923	9.656683219857433e-13	0.75	11.890233278452657	cholesterol
DRUG_4811:TESTOSTERONE PROPIONATE	51	2491	182002	31847923	2.9377431665626076e-14	0.020473705339221198	11.843182623826138	cholesterol
DRUG_4573:GW501516	13	213	90432	31847923	9.444926295668154e-14|2.156587994094458e-13	0.06103286384976526|0.07511737089201878	11.810365175653075|11.541973196090648	atherosclerosis|cholesterol
DRUG_5077:DROSPIRENONE	26	677	182002	31847923	8.01459070740934e-14	0.03840472673559823	11.680503330767976	cholesterol
DRUG_1805:SB 203580	21	823	90432	31847923	9.495023537384987e-14	0.02551640340218712	11.42932341386686	atherosclerosis
DRUG_4749:HYDROXYCHLOROQUINE	48	4549	90432	31847923	5.044868927228808e-14	0.010551769619696637	11.320475413405951	atherosclerosis
DRUG_2002:CL-277082	5	5	182002	31847923	6.094688356788626e-12	1.0	11.21504849650783	cholesterol
DRUG_3341:CRILVASTATIN	5	5	182002	31847923	6.094688356788626e-12	1.0	11.21504849650783	cholesterol
DRUG_4672:CRILVASTATIN	5	5	182002	31847923	6.094688356788626e-12	1.0	11.21504849650783	cholesterol
DRUG_6177:PREMARIN	18	306	182002	31847923	4.606781944312902e-13	0.058823529411764705	11.106153422614515	cholesterol
DRUG_2089:T0070907	11	150	90432	31847923	1.0023783187535695e-12	0.07333333333333333	10.864269761719322	atherosclerosis
DRUG_133:Aleglitazar	9	43	182002	31847923	3.0762228807320765e-12	0.20930232558139536	10.832756255771496	cholesterol
DRUG_4567:ALEGLITAZAR	9	43	182002	31847923	3.0762228807320765e-12	0.20930232558139536	10.832756255771496	cholesterol
DRUG_207:Calphostin C	30	1966	90432	31847923	3.7731008985320473e-13	0.015259409969481181	10.606839322163607	atherosclerosis
DRUG_5330:MONATEPIL	7	20	182002	31847923	1.4455790652512073e-11	0.35	10.384026194166323	cholesterol
DRUG_4480:ATRELEUTON	4	4	90432	31847923	6.50032920573019e-11	1.0	10.18706464818613	atherosclerosis
DRUG_4837:URSODIOL	12	126	182002	31847923	1.2935624090024225e-11	0.09523809523809523	9.867023314470822	cholesterol
DRUG_5696:ERGONOVINE	17	606	90432	31847923	4.699297683332274e-12	0.028052805280528052	9.77594334034956	atherosclerosis
DRUG_1263:MURAGLITAZAR	9	57	182002	31847923	4.566539960268776e-11	0.15789473684210525	9.538780391400055	cholesterol
DRUG_4562:MURAGLITAZAR	9	57	182002	31847923	4.566539960268776e-11	0.15789473684210525	9.538780391400055	cholesterol
DRUG_2645:9-hydroxyoctadecadienoic acid	7	46	90432	31847923	7.228385172715924e-11	0.15217391304347827	9.323298921952336	atherosclerosis
DRUG_4908:PENTOXIFYLLINE	40	3771	90432	31847923	5.0768182703914484e-12	0.010607265977194379	9.320011841229528	atherosclerosis
DRUG_5549:REPAGLINIDE	22	605	182002	31847923	1.7795014531605948e-11	0.03636363636363636	9.310368959180044	cholesterol
DRUG_5528:CHLORMADINONE ACETATE	20	501	182002	31847923	2.798677615662414e-11	0.03992015968063872	9.154239395554415	cholesterol
DRUG_5726:ETONOGESTREL	18	396	182002	31847923	3.303744763729511e-11	0.045454545454545456	9.138570831372549	cholesterol
DRUG_6146:INOSITOL	254	28168	182002	31847923	6.8747235967594126e-12	0.009017324623686453	9.117822462828643	cholesterol
DRUG_5071:NANDROLONE DECANOATE	19	457	182002	31847923	4.354942021688065e-11	0.04157549234135667	8.97985502335986	cholesterol
DRUG_4369:447C88	4	4	182002	31847923	1.0665124951903108e-09	1.0	8.972034052019135	cholesterol
DRUG_6154:TOREMIFENE	21	577	182002	31847923	4.973403721870562e-11	0.036395147313691506	8.864389766551888	cholesterol
DRUG_4805:DEXAMETHASONE	370	44814	182002	31847923	1.2121911809939639e-11	0.00825634846253403	8.833216894164423	cholesterol
DRUG_1477:URSOLIC ACID	33	1417	182002	31847923	3.494622505876864e-11	0.02328863796753705	8.823743820126415	cholesterol
DRUG_5884:URSOLIC ACID	33	1417	182002	31847923	3.494622505876864e-11	0.02328863796753705	8.823743820126415	cholesterol
DRUG_4352:Ragaglitazar	7	30	182002	31847923	3.610969777828499e-10	0.23333333333333334	8.81035293169946	cholesterol
DRUG_4557:RAGAGLITAZAR	7	30	182002	31847923	3.610969777828499e-10	0.23333333333333334	8.81035293169946	cholesterol
DRUG_5930:DOXORUBICIN	303	35385	182002	31847923	2.0375650494830798e-11	0.008562950402713014	8.623511946029703	cholesterol
DRUG_5642:CHLORMADINONE	21	603	182002	31847923	1.1073878388644921e-10	0.03482587064676617	8.497602232736117	cholesterol
DRUG_3315:Nateglinide	17	386	182002	31847923	1.861799178907287e-10	0.04404145077720207	8.373928782271694	cholesterol
DRUG_5944:NATEGLINIDE	17	386	182002	31847923	1.861799178907287e-10	0.04404145077720207	8.373928782271694	cholesterol
DRUG_1414:CETi-1	4	5	182002	31847923	5.308183722527295e-09	0.8	8.17814404109288	cholesterol
DRUG_4074:PITAVASTATIN CALCIUM	6	25	182002	31847923	5.61919204966236e-09	0.24	7.6305373662845675	cholesterol
DRUG_4659:PITAVASTATIN CALCIUM	6	25	182002	31847923	5.61919204966236e-09	0.24	7.6305373662845675	cholesterol
DRUG_527:K-604	4	6	182002	31847923	1.5851763192240863e-08	0.6666666666666666	7.623831165111541	cholesterol
DRUG_1034:PD-132301-2	4	6	182002	31847923	1.5851763192240863e-08	0.6666666666666666	7.623831165111541	cholesterol
DRUG_1900:SR9238	4	6	182002	31847923	1.5851763192240863e-08	0.6666666666666666	7.623831165111541	cholesterol
DRUG_2168:WAY-252623	4	6	182002	31847923	1.5851763192240863e-08	0.6666666666666666	7.623831165111541	cholesterol
DRUG_4507:CGS-27023A	5	25	90432	31847923	9.352638804312533e-09	0.2	7.330095833297918	atherosclerosis
DRUG_929:Nandrolone	23	836	182002	31847923	1.3983544273151605e-09	0.02751196172248804	7.293904296812318	cholesterol
DRUG_5084:NANDROLONE	23	836	182002	31847923	1.3983544273151605e-09	0.02751196172248804	7.293904296812318	cholesterol
DRUG_5983:TRANDOLAPRIL	14	569	90432	31847923	1.8568296942589393e-09	0.02460456942003515	7.122243696580197	atherosclerosis
DRUG_4498:SPIRONOLACTONE	61	4490	182002	31847923	1.9123435733173855e-09	0.013585746102449888	6.851517573331334	cholesterol
DRUG_3758:PGF2alpha	30	1436	182002	31847923	3.1463657086024398e-09	0.020891364902506964	6.822157614645193	cholesterol
DRUG_5358:EVEROLIMUS	72	5782	182002	31847923	2.723393333826547e-09	0.012452438602559669	6.660144039011147	cholesterol
DRUG_4605:HESPERETIN	19	621	182002	31847923	6.740814860382601e-09	0.030595813204508857	6.656949601573726	cholesterol
DRUG_3966:TG-C	9	113	182002	31847923	2.2730101837438385e-08	0.07964601769911504	6.5445626844615346	cholesterol
DRUG_6124:OLEOYLETHANOLAMIDE	15	395	182002	31847923	1.5402783447506954e-08	0.0379746835443038	6.3918949538484995	cholesterol
DRUG_5556:ESTRIOL	46	3058	182002	31847923	9.170095559080175e-09	0.015042511445389144	6.214946489246595	cholesterol
DRUG_841:humanin	10	299	90432	31847923	2.18649627650618e-08	0.033444816053511704	6.1845800695758495	atherosclerosis
DRUG_5420:ANDROSTENEDIOL	14	359	182002	31847923	3.3070176192591695e-08	0.03899721448467967	6.071597078328747	cholesterol
DRUG_5098:DIETHYLSTILBESTROL	58	4380	182002	31847923	1.1230936059523086e-08	0.013242009132420091	6.071537928351797	cholesterol
DRUG_5695:EQUILIN	9	131	182002	31847923	8.207769036553233e-08	0.06870229007633588	5.922746086722658	cholesterol
DRUG_6141:NICOTINE	146	30893	90432	31847923	7.625300856731117e-09	0.004725989706405982	5.792235787894985	atherosclerosis
DRUG_5786:VERAPAMIL	86	15381	90432	31847923	9.463085792143623e-09	0.0055913139587803135	5.771481101669579	atherosclerosis
DRUG_5736:NILVADIPINE	9	256	90432	31847923	7.212340485894882e-08	0.03515625	5.687926323074497	atherosclerosis
DRUG_6157:BERAPROST	11	424	90432	31847923	5.792686723208977e-08	0.025943396226415096	5.651146786698679	atherosclerosis
DRUG_120:PGH2	13	624	90432	31847923	4.817650708083965e-08	0.020833333333333332	5.635923453273987	atherosclerosis
DRUG_5661:EMODIN	30	1623	182002	31847923	4.60162277469392e-08	0.018484288354898338	5.603891721078769	cholesterol
DRUG_3892:APIGENIN	25	2403	90432	31847923	6.259124066686323e-08	0.010403662089055347	5.220672677760241	atherosclerosis
DRUG_4633:APIGENIN	25	2403	90432	31847923	6.259124066686323e-08	0.010403662089055347	5.220672677760241	atherosclerosis
DRUG_1315:bisphenol A	92	8791	182002	31847923	7.380868403122234e-08	0.010465248549653054	5.151642085129797	cholesterol
DRUG_5023:BISPHENOL A	92	8791	182002	31847923	7.380868403122234e-08	0.010465248549653054	5.151642085129797	cholesterol
DRUG_914:Glycine	299	38118	182002	31847923	9.847704440606091e-08	0.007844063172254579	4.90120607697756	cholesterol
